3 36258 65284 49630
4 34771 44965 94953 18841
3 60134 44174 98379
4 5323 18455 43751 97194
4 36687 67134 75531 52288
4 90734 38002 91089 37146
4 81252 91652 27349 62352
4 95495 48109 42877 73622
4 11268 85132 16597 63791
4 67404 86193 20264 10786
4 15154 37858 35644 40131
4 67211 51123 97149 32306
4 9851 96630 47917 41068
4 34371 4366 28283 33776
3 9770 42393 51785
4 21642 51919 36273 38928
4 59150 79796 37461 77104
4 71742 23843 67467 77108
4 83564 30208 53172 95692
4 18216 54757 45692 71100
4 98113 16384 92291 95190
4 91333 64023 7864 53730
4 15630 2529 15213 25352
4 85958 51404 37263 18778
4 55210 27089 73433 15413
4 81887 37265 40242 16943
4 57275 7448 37667 81031
4 11115 68194 22674 92464
4 11415 12895 99374 60654
4 11774 2970 87519 86784
4 52731 60078 53800 72440
4 86298 85436 67511 78306
4 60192 91440 38600 64338
4 89130 61066 37395 20924
4 79704 60778 27775 62389
4 79444 64265 42054 1339
4 20616 21119 62929 42911
4 48138 92927 25653 48776
4 57706 96916 80950 91371
4 38323 73662 40821 59184
4 4050 66202 18935 88693
4 75859 58909 974 62294
4 44930 58315 66000 43465
4 60318 86898 58981 84190
3 27721 57459 60635
4 9646 86110 86047 36404
4 34248 15149 93592 67259
4 92142 93982 74603 26468
4 18706 611 85486 53004
4 55063 67345 32867 70172
4 66098 17126 19333 76421
4 80394 22743 64529 53226
4 38889 90424 7113 57039
4 39797 51030 60860 50529
4 35598 52602 56826 96713
4 33046 3722 93836 30695
4 59870 94561 64907 91408
4 39390 52877 9966 44356
4 75907 15177 73295 24886
4 55294 69849 13736 66704
4 5808 58349 94599 94744
4 36110 38566 2590 93577
4 72652 65842 24464 77292
4 9203 89331 3746 93288
4 73398 56129 78847 87376
4 18817 54154 53056 98929
4 15098 92268 98763 41748
4 7703 13296 52801 72586
4 64134 70484 56718 54062
4 63133 54123 57542 24091
4 62562 32720 2070 26674
4 93196 94617 3748 17468
4 34286 6028 40839 15869
4 23701 46280 38463 39212
4 31243 21607 67223 96744
4 52982 59336 71232 86065
4 31267 73416 58402 4171
4 3553 92547 3644 8682
4 77539 2589 65969 81040
4 68817 73253 17787 80733
4 65473 74744 64865 93485
4 88237 37866 59613 64624
4 30612 34868 77019 42874
4 41580 59292 52685 57536
4 7265 27897 74150 22451
4 19476 89754 40866 98756
4 54506 42129 3068 27270
4 26395 82470 61270 59945
4 86046 25993 81534 82283
4 74059 40679 766 63111
4 19053 64511 47448 63017
4 67700 28626 32932 84913
4 60441 55477 36290 98356
4 27196 13964 51608 34782
4 4680 68662 65451 17110
4 98381 83379 77446 24099
4 81821 57437 50555 11996
4 69455 80274 2323 49836
3 14489 59716 27557
4 73852 7517 71167 89148
4 81541 3070 50396 86297
4 70686 19657 26001 62413
4 70658 45249 35248 62133
4 3246 18783 75483 2873
4 79674 41643 6135 4989
4 56382 15692 77052 51146
4 83852 39676 91387 73463
4 64173 15780 78315 31240
4 58842 1753 46231 96289
4 76938 40592 32626 58973
4 72668 73724 37945 80700
4 78626 20954 2197 11911
4 92441 38140 36811 52369
4 72344 58368 5505 96303
4 5952 59148 82838 94043
4 52637 44059 507 80685
4 91705 47111 67809 98458
4 64414 42012 11261 39597
4 40721 28540 48004 99265
4 45850 93251 94785 55964
4 8455 36837 15723 66390
4 99783 35924 37859 16995
4 77431 69499 5680 99558
4 68791 55099 80023 37325
4 54399 72140 80789 66479
4 50220 69695 21891 29505
4 30649 87831 30832 44367
4 98582 48272 32250 31483
4 75614 32674 2485 82446
4 78565 55195 82087 53658
4 16912 35872 16750 32534
4 29455 90262 54629 11200
4 93343 74199 26182 85095
4 99147 96745 10628 23137
4 88922 21721 26383 63955
4 84759 83249 66600 31668
3 35891 83919 89302
4 7972 70490 99993 17134
4 81700 80589 58077 70387
4 51080 39581 70936 21783
4 2354 85361 27232 65641
4 42748 13776 34477 31446
4 63918 28441 36723 62455
4 11812 39893 96735 23738
4 96102 64564 69265 90850
4 7668 60858 42642 41385
4 65032 52924 18497 4029
4 88222 30564 29504 52138
4 58788 13639 85497 5627
4 13517 2431 35083 69888
4 92835 83040 20697 64668
4 2171 58097 97972 33838
4 45595 57384 76667 88498
4 32069 718 52805 49436
4 56668 91486 17151 16793
4 31698 57950 4538 33950
4 568 15053 81383 23780
4 24155 17654 66977 53748
4 56332 91461 5141 21852
4 2672 37678 12822 37458
4 98447 27780 83070 17604
4 55649 18764 39168 78647
4 47984 8710 66986 14995
4 39242 19301 48447 9598
4 51595 89771 94167 28523
4 95154 77727 99395 48835
4 64349 19974 52084 25010
4 78227 27819 48307 94054
4 50667 55219 32175 38320
4 12024 55339 11633 3237
4 67552 71369 97713 27672
4 11280 54125 45038 9135
4 96389 51485 58910 23384
4 58620 30083 38010 34420
4 3588 50008 21678 57231
4 75296 81492 71954 64147
4 56328 80697 17221 79324
4 22120 6476 75731 97546
4 53875 4800 80152 36214
3 59404 90937 81811
4 32572 60185 14676 58844
4 8575 82939 18059 20493
4 36579 6990 55952 2935
4 44590 14304 55656 97339
4 20615 74151 16817 32283
4 9913 32289 8300 43926
4 51666 81479 37509 59109
4 31715 14416 53174 5731
4 27690 87909 77229 13246
4 19112 43928 80709 86740
4 69780 31280 49677 34239
4 34412 46130 55551 73716
4 77191 94648 80939 55468
3 54507 58054 70141
4 43592 33557 22963 24932
4 1597 27678 41946 77413
4 8558 8653 38678 81487
4 99299 80324 58464 21061
4 64116 20732 34053 18707
4 51153 34556 80704 2781
4 77101 74001 35435 84033
4 15887 58112 20864 85996
4 79932 36997 31241 2961
4 52808 1346 82593 45464
4 14638 60349 60921 27356
4 60499 13889 89494 18942
4 86342 74640 13078 94991
4 58525 37263 62537 11832
4 94257 81837 56668 60609
4 43215 48238 49456 15057
4 27985 25349 3781 78025
4 24300 75581 83168 64042
4 49693 59416 99104 26398
4 8357 12394 27559 14395
4 31883 68344 56363 119
4 4629 49544 2813 80218
3 78878 89892 50812
4 83412 41932 3868 58777
4 8214 78667 67658 95183
4 80992 43998 10764 68216
4 65853 50579 77995 97569
4 35976 16509 22323 98886
4 12767 78186 81177 52357
4 97839 37252 7679 33919
4 66995 63044 43305 48528
4 70980 42564 89274 92006
4 91945 1154 32006 23116
4 93709 30287 84210 84502
3 53041 74208 65403
4 42270 52455 59527 78130
4 96486 1899 26331 25250
4 62193 88451 28722 5709
4 70984 24078 56519 1280
4 65800 15633 33962 56622
4 79895 35791 35792 22503
4 82661 22712 45691 61614
4 56604 94230 79956 80741
4 13030 87323 79536 96237
4 22889 43996 19356 53270
4 56313 97392 78005 10975
4 30926 90611 99322 8961
4 39961 79567 73781 41369
4 53440 48007 83899 75293
3 61781 95105 10623
4 55546 78815 21766 64872
4 78430 51937 62111 17338
4 28463 36066 72835 1195
4 43064 15131 89315 55926
4 52422 76621 39224 46903
4 20491 10015 71236 78955
4 18056 51393 27004 31330
4 90988 75684 65976 60303
4 15353 82746 14301 42706
4 39459 92846 19797 72422
4 68350 697 71756 40594
4 89153 64580 70281 80990
4 78184 10491 35244 41268
4 84218 47011 35871 85365
4 16511 78879 58354 4816
4 84510 13937 96086 21474
4 29784 4590 91318 76848
4 60233 25758 28973 59885
4 25141 90594 53618 36607
4 79949 48661 88720 68628
4 92732 44750 82462 13805
4 83538 50328 97711 84213
4 62382 82538 18203 53674
4 9011 30605 24588 54789
4 93853 33871 76886 61892
4 31872 21415 95937 359
4 11679 87355 64151 84696
4 79629 19786 73750 48676
4 97527 77309 86217 87970
4 21542 17042 33960 36752
4 14754 16827 75980 53451
4 42957 73520 63338 56575
4 19959 18442 27751 45798
4 15193 28272 61587 2021
4 74320 95732 66299 2788
4 65996 20749 46223 19399
4 37665 65317 9305 80405
4 41373 23571 38205 20560
4 128 79640 28779 30545
4 82634 19363 15802 94584
4 67861 14291 56588 83195
4 40703 64939 60178 13418
4 98993 21462 75954 61365
4 41866 12983 15629 39608
3 39226 23542 59749
4 16413 55918 24237 29783
4 37392 62245 86100 14475
4 41080 25657 64217 19357
4 17618 22269 87643 23239
4 45368 45749 99851 8410
4 1333 46733 94041 96992
4 43033 24244 46975 78209
4 59305 41856 90915 28544
4 29782 36560 51126 84806
4 79636 89827 15287 18143
4 61419 57591 3215 55558
4 94600 92945 10268 95813
4 37298 593 98251 90800
4 28646 15828 31061 33780
4 12349 23541 13128 91199
4 70995 13110 7231 11901
4 22686 38083 86542 2812
4 94941 29485 18025 41758
4 35365 43336 24208 2607
4 45055 49855 58987 72565
4 14873 46731 78677 84106
4 10684 73801 2028 20586
4 65899 20904 49832 40859
4 54093 59381 19902 12824
4 14935 8785 99733 74350
4 97 93378 63742 17858
3 83070 60772 30121
4 17746 8513 945 18618
4 28226 79021 11838 24690
4 51271 11310 19109 30177
4 94304 37301 31802 2070
4 61709 83869 79022 97050
4 40841 36098 55225 20519
4 66224 10124 67186 3248
4 32173 57517 45594 81435
4 27889 29188 30392 4491
4 60713 2298 34972 44700
4 54449 327 64354 53177
4 64392 7973 56192 92131
4 58735 91156 60426 76025
4 93314 56808 53691 67196
4 43435 38839 79598 64950
4 69227 96034 62249 53346
4 21577 67747 39522 9428
4 87646 87193 37021 53277
4 99022 93023 92526 31545
4 29997 54397 89976 90283
4 90810 42240 84494 36523
4 30074 44570 85596 83893
4 53759 7665 41846 63598
4 69311 5461 68665 25281
3 93500 97410 95752
4 91583 8155 23148 7280
4 69463 26778 19508 23715
4 37009 46932 22228 33603
4 91724 31756 49168 97477
4 15429 45866 5003 58179
4 2081 38850 66399 9665
4 58915 53598 7918 1700
4 32765 803 40393 78428
4 67179 58817 89618 94507
4 29229 1393 28104 2881
3 96295 8543 69380
4 721 72027 19360 85510
4 12092 93740 37739 21953
4 72745 63806 16427 42008
4 57016 64381 60793 13905
4 84990 53633 32850 32083
4 41418 77153 53410 96014
4 32690 1320 68661 36382
4 43824 34002 174 58371
4 20469 41760 15878 83022
4 46234 45878 95161 99605
4 76118 44110 95598 62253
4 98568 76708 85368 20502
4 81698 10817 95477 74123
4 19720 18261 458 15825
4 84895 27876 82565 66446
4 59618 17131 35184 3747
4 26809 28814 20772 52085
4 19871 55874 82920 2633
4 49882 58124 35739 74463
4 8363 17614 23703 27938
4 64261 97987 31644 78948
4 28652 88562 25423 97909
4 2804 58098 29552 82234
4 23698 48165 63113 36646
4 88442 91587 14982 75492
4 65534 56189 6093 94541
4 67892 42281 7955 71291
4 94165 58090 92064 32799
4 11355 78110 25259 63782
4 21933 40573 24905 5372
4 88390 52710 36227 77524
4 42867 87448 58840 46724
4 45355 39996 72869 47577
4 20817 34444 13520 30461
4 58790 46454 13212 13540
4 12642 89799 54507 55316
4 99797 10581 14737 29704
4 82289 27602 8410 65733
3 73670 2541 28708
4 15555 76377 84052 89860
4 18908 1833 64541 24301
3 86629 91994 45340
4 53486 57371 10090 66730
4 65165 40149 44387 44373
4 95518 82938 16819 84770
4 86913 90958 10094 23446
4 58709 9683 46978 65273
4 4049 97317 83317 57221
4 27069 2208 97904 32987
4 67100 60449 74439 5921
3 87775 34702 1746
4 35636 55560 95595 99722
4 84906 31659 8700 76094
4 32658 72516 75521 20426
4 11739 68394 58693 16557
4 96653 72839 54784 75891
4 58133 19168 88822 95216
4 51113 22397 10701 14611
4 65157 87715 21903 96765
4 54184 15814 97026 48089
4 17461 97072 18612 79119
4 46673 78263 32346 86982
4 13057 87570 46520 66381
4 33310 53396 7657 60080
4 82927 37907 73196 79219
4 43138 72446 51961 14455
4 11762 17412 99310 40537
4 48976 77594 60753 17547
4 18999 13595 12435 35777
4 97824 55607 92199 71409
3 9525 34983 9881
4 21458 46928 78880 94039
4 42502 53477 17844 57491
4 95107 15071 14408 81278
4 40395 60501 34117 72070
3 39319 41434 28286
4 74800 43190 3073 52202
4 34210 30645 726 13067
4 79372 32846 31706 10018
4 80463 88268 97684 11395
4 86539 91887 43733 42075
4 75916 4737 30888 13014
4 79857 71089 17234 51538
4 22482 85327 22542 34958
4 79917 59718 29429 89468
4 8847 30422 53478 33883
4 70109 7298 92078 54232
4 28440 25687 51977 53698
4 70404 11118 10534 84057
4 48000 4955 52957 78184
4 31627 73128 1833 99153
4 99943 69547 31379 38392
4 99557 40536 94670 61576
4 45498 19785 62905 10375
4 67276 24280 86811 10154
4 24877 38632 21957 71605
4 35826 70642 16185 36039
4 58139 28344 95786 42187
4 2841 35378 32689 79674
4 2345 45415 95947 49699
4 37278 95305 95851 75242
4 9589 13749 98241 39991
4 25509 51655 1788 78201
4 22935 51572 63606 62382
4 15017 35906 65979 21587
3 95374 25411 37718
4 28645 83556 89474 19227
4 45908 91301 18304 89172
4 23917 2804 16364 49160
4 99414 20155 89356 58724
4 48480 12514 26873 47106
4 25407 50136 50896 81882
4 30975 46277 33564 52043
4 59501 51606 47433 55444
4 17111 38726 19704 54212
4 393 42457 3517 2530
4 70702 91031 57133 51371
4 75905 98052 70671 76434
4 64156 8561 40359 73828
4 26047 5986 40589 29726
4 37706 98196 1862 89610
4 82790 97235 56558 42408
4 35754 11511 70964 27617
4 58150 85027 29841 4454
4 50479 10302 20565 31775
4 19463 95530 55520 29334
3 51895 79424 23562
4 21958 29314 77193 3759
4 78424 73171 12172 93318
4 14260 44062 11213 14467
4 15748 64529 33659 8644
4 18827 22532 80977 54740
4 51715 13121 67728 19137
4 63386 54318 96879 79794
4 84631 91047 2939 46679
4 43290 78182 95028 23001
4 52941 98406 25879 82468
4 12238 64218 75484 84356
4 55788 99971 26199 11589
4 58884 70779 1174 78471
4 38499 36973 17857 91890
4 41470 92208 37114 46820
4 38914 19921 23517 95331
4 22795 34319 79833 71497
3 62339 16232 95002
4 98646 11565 13459 27430
3 72109 45527 70246
4 68246 46399 1610 93212
4 81982 91522 12108 72266
4 58580 84731 64483 7610
4 49603 4496 43006 6840
4 94896 55888 7854 49052
4 33368 59097 19442 40972
3 89919 30176 81308
4 11930 84858 39080 83574
4 47996 44016 24821 91531
4 88348 16178 55374 94343
4 47730 7764 19706 5593
4 15054 74873 6519 69758
4 1739 99235 23427 10611
4 56690 79551 42042 60404
4 34443 33276 81376 65596
4 66378 4547 73696 29459
4 49911 73846 10761 37989
4 61148 25856 33613 96546
4 46294 85625 25260 15348
4 90768 60714 51234 4221
4 45101 57782 91235 82652
4 78267 26387 27420 51689
4 19755 70851 24835 95552
4 9791 47676 1763 75062
4 67923 94141 27290 88860
4 41716 87685 83663 69981
4 67124 54302 45438 82226
4 83101 17368 32665 47891
4 92159 27956 34581 16193
4 54849 41575 65581 90027
4 24846 50598 10361 85172
3 3000 40259 71769
4 63447 49472 70125 86318
4 98003 84453 76457 37172
4 10319 79381 19936 38528
4 41212 79491 48286 79126
4 58876 89293 14089 3538
4 11601 13417 1285 79401
4 78995 64620 60589 52857
4 64982 41531 10464 73846
4 61450 51915 94150 69598
4 22660 89868 96357 14577
4 92652 54996 42030 27980
4 18026 1089 8389 26521
4 62668 97219 23533 26810
4 19561 84344 36638 93188
4 69081 77597 28858 35013
4 13587 42537 13556 12205
4 11661 29267 39666 85154
4 61736 82136 96305 71994
4 39182 82039 69563 31337
4 78596 32041 33434 5437
4 78549 76021 89428 55118
4 20214 43185 49603 52999
4 31724 85182 45357 99158
4 22174 20526 29065 46622
4 17180 54370 51261 53846
4 90256 6477 15815 2526
4 3603 78167 80227 93441
4 81206 33443 92651 95315
4 12021 2532 31436 18072
4 2686 50012 7707 69697
4 35879 46503 51293 92312
4 37809 55634 77588 33660
4 66082 7353 2056 79454
4 83151 98692 97752 50410
4 95882 81453 10024 21986
4 92217 78088 60606 67641
4 36931 58143 56292 93169
4 43782 46068 81112 52052
4 64240 77242 62781 53613
4 3764 38637 31673 12507
4 18544 96614 79516 51300
4 1413 34876 69207 52135
4 82818 96550 16791 56403
4 43028 25076 92015 20210
4 7396 460 95280 8851
4 47120 77758 89009 43161
4 74419 69696 71841 43858
4 10475 46985 77207 47284
4 63181 97754 6034 15028
4 59113 45048 30002 51038
4 89813 40336 21852 652
4 83727 71667 46980 99258
4 15905 54208 36126 53225
4 11788 65300 73244 17771
4 24507 27683 56414 16422
4 45289 95366 49388 80818
4 67715 62224 7087 45332
3 49744 91288 55852
4 58748 16852 16839 54813
4 10521 68656 54562 13251
4 66649 47079 26663 34459
4 21691 63615 48683 33057
4 85498 68456 96035 68620
4 75821 24581 53060 2800
4 54448 40648 52438 14686
4 25276 19977 59436 32150
4 79082 44256 97262 25622
4 18218 72133 38971 95126
4 90127 16527 55587 16525
4 8823 7875 46075 69490
4 7179 97037 8679 41878
4 75854 65982 3544 60544
4 58980 33578 5854 93934
4 96589 48490 90189 17445
4 7730 37904 6902 13978
4 61634 68910 21093 99211
4 76264 4643 17033 62263
4 75682 39403 56111 89817
4 29108 681 87501 94691
4 81550 99270 27544 32599
4 26798 93738 45654 72937
4 6188 30893 52130 41996
4 35049 17396 66397 30096
4 23310 75946 14265 49366
4 59013 29928 55099 32215
4 29197 75493 25682 33454
3 76983 22054 61856
4 52000 68967 96531 86605
4 46303 60777 19602 99815
4 54212 40680 12810 51078
4 24787 42962 1118 86687
4 25374 41574 33221 56848
4 47536 48785 16848 65083
4 27418 98100 38359 2975
4 15483 31011 18161 8490
4 16527 97250 64249 93350
4 31451 79076 57821 37841
4 39429 79667 56584 29671
4 9320 66562 23085 63067
3 6365 2037 91458
4 42345 89298 58602 7967
4 35129 9871 33924 8597
4 6274 65074 65463 41286
4 75611 44323 17877 50896
4 69137 89031 698 59397
4 80089 38949 86873 74429
4 43413 42067 9087 13856
4 5831 40021 57164 18658
4 52063 54025 49364 3496
4 75801 41971 96607 66567
4 85349 6519 66653 62559
4 46240 63316 25029 89296
4 71771 3507 93085 17253
4 61157 22711 23875 41663
4 11070 41798 64139 43269
4 96712 53761 75382 34152
4 24903 64195 66696 45979
4 53752 19863 21978 85540
4 93650 31771 61793 97748
4 42568 87115 56053 92517
3 8530 46340 12346
4 94594 19158 65753 61386
4 25068 99917 55267 53954
4 80735 25355 19494 63954
4 61476 18745 81714 57855
4 5574 60760 11373 47936
4 88867 91694 25709 48095
4 5095 44988 81745 73266
4 78288 26238 50733 35433
4 83921 42319 78078 32901
4 41873 32933 31008 53926
4 13025 88789 3452 34437
4 21124 57269 3709 22154
4 87918 96116 81193 21805
4 15652 78817 26904 99839
4 15798 21211 27119 84954
4 63395 74804 27477 94617
4 66674 14194 57317 44293
4 9665 3220 27494 53382
4 70009 87158 15581 10763
4 33770 94657 5494 72687
4 53158 19500 53731 48907
4 81764 13002 35207 95849
4 51887 9222 77950 69128
4 7384 6606 38973 76923
4 9839 57744 79466 60215
4 64279 28410 18993 1374
4 57997 12703 93136 71907
4 8661 71285 1175 25804
4 65251 88533 71263 70263
4 68224 64080 18067 57864
4 52678 89900 41234 77155
4 97297 73894 16288 98658
4 42852 54678 78363 46715
4 42541 53336 55463 115
4 97942 40561 3826 98466
4 15723 3154 17092 97342
4 94060 7431 98926 68954
4 91669 47692 59544 34570
4 85496 41205 42365 90504
4 34344 68169 49500 42463
4 42153 99207 44543 25253
4 92482 59690 72812 43542
4 85394 32737 78673 31553
4 92676 12785 11559 45199
4 70817 4391 85291 83482
4 98289 98935 71084 33148
4 25039 58794 18273 65108
4 75976 57565 86759 29096
4 5729 59266 38140 77605
3 51805 39579 18101
4 42959 77687 4763 78905
4 86589 2139 28039 75487
4 52676 29736 70959 42404
4 46895 28454 6831 10683
4 17006 61060 30655 91867
4 67795 14492 36492 43866
4 30374 47659 11338 61307
4 21931 78533 68926 48649
3 95658 50231 46124
4 71034 57691 88748 47991
4 92328 95579 95763 98896
4 31947 39157 82304 94344
4 60628 45442 94613 7790
4 7323 88349 61640 56316
4 28094 47158 50853 6923
4 45945 80869 70574 83617
4 61191 62636 88591 31800
4 44259 14326 82508 66194
4 69700 16652 97821 65716
4 59942 12070 60060 93122
4 76096 33374 28812 5256
4 55838 59600 28132 8846
4 25390 25074 18681 41353
4 54264 39146 4898 86773
4 11479 17138 55893 59030
4 76358 48062 82146 15911
4 12524 6821 60375 87379
4 61171 76711 20689 26012
4 51776 87493 41140 87617
4 73836 91623 74383 57069
4 2146 79682 83950 61647
4 19651 5884 81204 56240
3 84127 49907 30935
4 49114 53758 34430 68493
4 39230 35442 83383 91429
4 6502 90018 67660 32066
4 70973 84398 38121 46325
4 49393 68808 52651 53841
4 77296 3770 52363 7093
4 60264 57973 62209 72256
4 74973 96278 67019 46378
4 44889 90033 94426 59490
4 31794 27789 77516 18248
4 34988 19649 42367 98341
4 78072 45709 35950 69703
4 69739 40738 52374 23018
4 64739 95974 6305 29373
4 751 2486 13927 60339
4 84004 94992 60898 69572
4 65173 38438 80847 38504
4 93045 85360 71634 1687
4 66654 24335 64428 65786
4 60785 92621 71299 86399
4 76041 30344 62065 90634
4 96660 15176 9969 15065
4 75933 7422 92266 91977
4 9957 43241 54317 38253
4 28712 96390 23433 38141
4 99288 46630 94629 27510
4 49428 67691 15933 99777
4 676 87469 80960 13817
4 57981 14541 68819 92670
4 5734 40117 70563 53888
4 21171 27834 44858 59665
4 25713 96577 24593 28383
4 10075 81626 6256 94035
4 55377 10961 42211 80074
4 1027 84542 83504 6202
4 81605 63411 64714 68918
4 90827 11510 45337 91567
4 82273 58127 46386 42087
4 34235 43901 56255 78078
4 55551 86310 95005 6759
4 61403 925 13056 22782
4 67967 32585 58633 93652
4 39159 65479 53856 52170
4 61618 14567 84752 4549
4 91608 98985 68698 86856
3 51790 73313 14591
4 98915 64128 35892 49161
4 94072 69262 36924 3636
4 75760 41943 14460 67737
4 63544 43120 17892 34734
4 52773 37651 95095 36055
4 88972 34804 54087 29725
4 35467 30274 86491 60051
4 53617 30831 17656 84469
4 72465 81380 80041 74801
4 25873 62340 31085 70687
4 78174 7673 28400 44922
4 54311 44165 41381 98707
4 36254 99111 18668 4732
4 6661 77568 31251 77758
2 81083 45630
4 85490 57584 13314 11914
4 77480 54423 24665 33830
4 88294 80443 39309 93870
4 59524 93247 92000 34582
4 66043 61483 91453 81945
4 45197 62989 89391 46236
4 4773 49978 85902 57359
4 14497 20660 50175 57
4 70565 89239 1578 60550
4 88782 94985 79111 27972
4 84172 2209 32915 29291
4 72960 7860 11015 33477
3 89764 54859 64372
4 33269 9313 6469 18348
4 31410 75907 66604 249
4 97040 34612 79755 1297
4 88496 37859 7916 58882
4 4277 78496 41175 13116
4 59902 48410 6452 63014
4 31113 90478 76873 43776
4 20176 16538 62413 67902
4 63509 59168 748 9327
3 20841 82004 50455
4 51561 84078 6535 42062
4 82670 16771 6742 48530
4 97190 96449 90796 65418
4 45268 42125 81103 99275
4 38627 19174 56279 73761
4 84648 71609 28509 75732
4 96968 21472 10101 37669
4 40394 27042 73987 88041
4 40495 62477 57326 83753
4 3312 88674 67073 20187
4 25879 23543 61026 7424
3 80429 83685 32667
4 86578 18715 42023 5241
4 44346 52499 97576 5402
4 40054 54145 22649 36506
4 23425 58060 38664 86640
4 22646 32045 97759 21554
4 54814 85808 42474 80976
4 51687 28842 69092 65780
4 19174 27322 73620 23560
4 17324 81061 86240 18027
4 63722 34181 14564 81889
4 17283 40198 4356 70274
4 19233 30360 37109 44311
4 69583 70105 18727 81837
4 44166 61601 3983 33924
4 8332 19967 29599 55773
4 54054 75350 28537 79170
4 68520 48808 72500 37995
4 25470 68030 69441 80634
4 53846 48702 91877 73460
4 87420 4615 81599 1911
4 25926 65802 51899 6116
4 85382 84941 59733 78141
4 9663 40940 39588 19271
4 95659 54023 5869 31153
4 26415 49466 80665 55746
4 21030 90953 55434 91477
4 55020 43601 81608 91656
4 55105 17427 6717 98639
4 98484 35105 66784 89226
4 1292 73301 3700 11767
4 96780 29207 26600 39810
4 3879 35539 85170 44159
4 23707 28340 94271 77831
4 97722 21147 59566 32101
4 88788 97018 13034 36128
4 11625 5842 34339 22787
4 5467 62859 16517 66797
4 65613 13072 46289 20169
4 67690 8537 48800 53705
4 76245 6944 72628 38620
4 63359 83378 89777 94422
4 85450 97716 34661 88622
4 42796 71650 35755 25150
4 13333 3429 8220 43864
4 24755 61504 14098 94746
3 3943 13756 68976
4 33162 53122 47982 98133
4 22876 63503 2429 39801
4 89131 82155 58710 68634
4 10244 9884 42326 63889
4 34271 13649 13412 5953
4 11248 65648 81403 91713
4 2488 36506 24151 93459
4 46727 20742 94059 49439
4 34261 64407 31873 41296
4 7652 35216 73621 33769
4 17914 36660 8344 21541
4 29524 77944 914 38545
4 59494 44300 93042 50352
4 17232 23151 28028 53885
4 25587 49814 61079 15
4 52463 98795 78935 22961
4 76280 7359 63658 34136
4 51264 8992 70774 47685
4 80127 85979 82678 33742
4 26143 26445 86288 68680
4 98977 16974 87645 39735
4 72761 17062 77056 64353
4 71297 92723 54238 64286
4 78691 32590 46045 77615
3 12672 8008 32557
4 90632 26966 63513 82717
4 12683 16253 63443 62222
4 98285 85442 10114 5173
4 1555 88530 78512 11673
4 75145 30349 50938 64873
4 79175 25864 11949 73625
4 62821 61004 24720 43620
4 72896 89480 9027 13552
4 83165 80195 3455 21091
4 32316 30093 86212 60218
4 97719 13632 69340 23325
4 66450 2717 87170 69324
3 75083 59896 6937
4 58899 75126 62778 37139
3 2890 30162 23046
4 59237 98887 52933 46718
4 64181 89502 95679 28327
4 56946 57223 3206 72885
4 3078 13517 20447 58088
4 40014 99128 46384 30087
4 96650 89384 34903 68470
4 66202 83415 4813 19648
4 30204 62387 40577 5379
4 82728 57855 18981 81345
4 10905 52002 9014 56831
4 11508 90023 53515 11922
4 95144 39881 94750 61978
4 84323 16703 39208 82900
4 83105 39380 70315 73706
4 47797 90595 48043 32128
4 77144 2740 83472 59653
4 4377 98844 87128 98446
4 36298 49908 21103 84646
4 38491 57870 71108 68834
4 61474 5376 2309 80676
4 49960 37550 14556 49340
4 91716 29258 96786 17869
4 47408 50478 40256 97133
4 2420 20596 20413 94898
4 26647 23294 39131 4553
3 39763 80523 22825
4 86959 79433 96206 99852
4 23207 88189 28251 70629
4 69591 68079 12217 14965
4 3980 24510 37710 98251
4 96168 772 65854 7904
3 47579 59089 65740
4 22839 26880 44868 93236
3 43445 63082 66509
4 11166 92579 73431 10790
4 88276 11176 3267 72311
4 131 42113 12511 43408
4 94773 85760 64310 68302
4 8647 91303 31062 92927
4 82747 74455 69860 55434
4 68805 48769 50946 11331
4 19638 39999 82316 40409
4 25577 9935 79963 54582
4 41589 68237 84285 1467
4 19800 10322 27947 75744
3 11368 5919 98808
4 18935 4813 20717 30548
4 4588 48967 50962 77173
4 56819 33199 22914 77752
4 61921 68720 47379 17460
4 32131 54642 99435 19495
4 2273 53865 6396 95247
4 53408 78279 22767 84303
4 57180 20270 1714 58545
4 90403 9544 33503 24474
4 84010 65019 18077 31784
4 27857 29959 14788 12006
4 99675 6970 93366 10282
3 40041 14584 13150
4 12711 86717 10798 64787
4 38750 94449 41301 3192
4 3789 15667 38351 10707
4 67856 19519 24245 37264
4 50546 21830 65122 719
4 99701 92189 61031 87311
4 48401 55564 99934 19676
4 12873 82976 53334 68619
4 70036 89279 44579 31258
4 33003 79777 72496 84133
4 34539 83211 9122 26753
4 13241 45150 8493 13961
4 11802 75200 83010 48299
4 75034 91204 10601 13037
4 7788 63543 33200 90264
4 78556 86208 36915 23821
4 62970 17687 97214 18935
4 84062 70024 75814 50343
4 51741 5600 89399 28613
4 25056 56897 87259 56441
4 98877 68746 33656 38670
4 10343 66256 65568 18334
4 78024 77360 8898 80167
4 99539 17461 1580 15981
4 63252 36965 6531 54319
4 74017 64322 65128 12772
4 47880 20451 18265 94650
4 52228 63445 55423 23411
4 2965 89284 73050 73120
4 73306 37824 38901 37896
4 56472 21111 76033 79980
4 24556 32635 92201 14031
4 3487 3935 72329 71751
4 85172 47169 7465 57383
4 89026 75429 52328 21881
4 71053 6806 97890 7635
